origin,destination,airline,direct_departure_ts,price
HKT,BKK,TG,2025-11-19 09:05:00,10576
HKT,BKK,TG,2025-11-21 12:25:00,5631
HKT,BKK,TG,2025-11-18 09:05:00,5631
HKT,BKK,TG,2025-11-18 03:25:00,10576
HKT,BKK,TG,2025-11-13 06:40:00,14726
HKT,BKK,TG,2025-11-16 00:45:00,4375
HKT,BKK,TG,2025-11-17 06:40:00,10596
HKT,BKK,TG,2025-11-14 12:25:00,5786
HKT,BKK,TG,2025-11-17 02:50:00,5635
HKT,BKK,TG,2025-11-16 09:05:00,8039
HKT,BKK,TG,2025-11-14 06:40:00,10054
HKT,BKK,TG,2025-11-22 12:25:00,14018
HKT,BKK,TG,2025-11-20 04:50:00,13270
HKT,BKK,TG,2025-11-16 03:25:00,5619
HKT,BKK,TG,2025-11-13 13:40:00,4522
HKT,BKK,TG,2025-11-16 04:50:00,13879
HKT,BKK,TG,2025-11-19 13:40:00,5621
HKT,BKK,TG,2025-11-15 10:10:00,7067
HKT,BKK,TG,2025-11-20 12:25:00,5119
HKT,BKK,TG,2025-11-18 02:50:00,5631
HKT,BKK,TG,2025-11-20 03:25:00,8846
HKT,BKK,TG,2025-11-19 04:50:00,17960
HKT,BKK,TG,2025-11-18 06:40:00,10576
HKT,BKK,TG,2025-11-13 09:05:00,6594
HKT,BKK,TG,2025-11-15 06:40:00,14734
HKT,BKK,TG,2025-11-22 02:50:00,7862
HKT,BKK,TG,2025-11-22 09:05:00,14018
HKT,BKK,TG,2025-11-13 12:25:00,4522
HKT,BKK,TG,2025-11-17 13:40:00,5635
HKT,BKK,TG,2025-11-14 09:05:00,13878
HKT,BKK,TG,2025-11-14 10:10:00,10054
HKT,BKK,TG,2025-11-17 10:10:00,5635
HKT,BKK,TG,2025-11-19 12:25:00,5621
HKT,BKK,TG,2025-11-14 04:50:00,13279
HKT,BKK,TG,2025-11-15 09:05:00,10143
HKT,BKK,TG,2025-11-13 03:25:00,5967
HKT,BKK,TG,2025-11-21 04:50:00,10596
HKT,BKK,TG,2025-11-19 03:25:00,7176
HKT,BKK,TG,2025-11-13 02:50:00,6308
HKT,BKK,TG,2025-11-22 10:10:00,6936
HKT,BKK,TG,2025-11-16 12:25:00,5619
HKT,BKK,TG,2025-11-22 00:45:00,4658
HKT,BKK,TG,2025-11-21 09:05:00,14008
HKT,BKK,TG,2025-11-14 03:25:00,8632
HKT,BKK,TG,2025-11-16 13:40:00,8945
HKT,BKK,TG,2025-11-15 02:50:00,6837
HKT,BKK,TG,2025-11-22 04:50:00,20159
HKT,BKK,TG,2025-11-17 03:25:00,7786
HKT,BKK,TG,2025-11-17 04:50:00,10596
HKT,BKK,TG,2025-11-21 02:50:00,10639
HKT,BKK,TG,2025-11-21 13:40:00,5631
HKT,BKK,TG,2025-11-17 09:05:00,8828
HKT,BKK,TG,2025-11-15 04:50:00,7834
HKT,BKK,TG,2025-11-20 10:10:00,6541
HKT,BKK,TG,2025-11-20 13:40:00,5119
HKT,BKK,TG,2025-11-19 06:40:00,8972
HKT,BKK,TG,2025-11-16 10:10:00,7173
HKT,BKK,TG,2025-11-18 04:50:00,13985
HKT,BKK,TG,2025-11-21 10:10:00,10596
HKT,BKK,TG,2025-11-20 09:05:00,10048
HKT,BKK,TG,2025-11-15 13:40:00,5619
HKT,BKK,TG,2025-11-20 06:40:00,13270
HKT,BKK,TG,2025-11-22 03:25:00,10777
HKT,BKK,TG,2025-11-18 10:10:00,5631
HKT,BKK,TG,2025-11-14 13:40:00,5122
HKT,BKK,TG,2025-11-15 03:25:00,7443
HKT,BKK,TG,2025-11-20 02:50:00,5119
HKT,BKK,TG,2025-11-21 06:40:00,14008
HKT,BKK,TG,2025-11-13 10:10:00,4522
HKT,BKK,TG,2025-11-18 12:25:00,5631
HKT,BKK,TG,2025-11-13 04:50:00,5841
HKT,BKK,TG,2025-11-14 02:50:00,8384
HKT,BKK,TG,2025-11-22 13:40:00,13985
HKT,BKK,TG,2025-11-18 00:45:00,4658
HKT,BKK,TG,2025-11-19 02:50:00,5621
HKT,BKK,TG,2025-11-21 03:25:00,13985
HKT,BKK,TG,2025-11-19 10:10:00,10628
HKT,BKK,TG,2025-11-17 12:25:00,5635
HKT,BKK,TG,2025-11-15 12:25:00,7443
HKT,BKK,TG,2025-11-18 13:40:00,5631
HKT,BKK,TG,2025-11-16 02:50:00,6872
HKT,BKK,TG,2025-11-16 06:40:00,8857
HKT,BKK,TG,2025-11-22 06:40:00,14018
