origin,destination,airline,direct_departure_ts,price
MOW,OVB,5N,2025-11-02 21:15:00,11279
MOW,OVB,5N,2025-11-07 21:15:00,7852
MOW,OVB,5N,2025-11-06 21:15:00,7934
MOW,OVB,5N,2025-10-30 21:15:00,20506
MOW,OVB,5N,2025-10-31 21:15:00,15715
MOW,OVB,5N,2025-11-05 21:15:00,9119
